category,title,company,location,stipend,duration,skills,description,detail_url
Data Science,PPC Executive,Ramyoz,Noida,"₹ 20,000 /month",,,,https://internshala.com/internship/detail/ppc-executive-internship-in-noida-at-ramyoz1777031363
Data Science,Operations,Misterhair Private Limited,Bangalore,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/operations-internship-in-bangalore-at-misterhair-private-limited1777028659
Data Science,Google Ads Specialist,Medius Technologies Private Limited,"Thane, Navi Mumbai, Mumbai","₹ 9,500 - 10,000 /month",,,,https://internshala.com/internship/detail/google-ads-specialist-internship-in-multiple-locations-at-medius-technologies-private-limited1777023101
Data Science,Data Science,Medius Technologies Private Limited,"Thane, Navi Mumbai, Mumbai","₹ 9,500 - 10,000 /month",,,,https://internshala.com/internship/detail/data-science-internship-in-multiple-locations-at-medius-technologies-private-limited1777022924
Data Science,Operations & Data Executive,Giant Leap,Work from home,"₹ 4,000 - 7,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-operations-data-executive-internship-at-giant-leap1777022933
Data Science,Market Analyst,Old Economy,Navi Mumbai,"₹ 20,001 - 30,000 /month",,,,https://internshala.com/internship/detail/market-analyst-internship-in-navi-mumbai-at-old-economy1777022161
Data Science,Selenium Web Scraper Developer,Medius Technologies Private Limited,Work from home,"₹ 6,500 /month",,,,https://internshala.com/internship/detail/work-from-home-selenium-web-scraper-developer-internship-at-medius-technologies-private-limited1777022057
Data Science,Data Analytics,PROVEN PATH CONSULTANCY,Delhi,"₹ 8,000 - 12,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-delhi-at-proven-path-consultancy1777014612
Data Science,Full Stack Web Developer (AI-First),"Property Ledge (Sydney, Australia)",Work from home,"₹ 10,000 - 12,000 /month",,,,https://internshala.com/internship/detail/work-from-home-full-stack-web-developer-ai-first-internship-at-property-ledge1777004898
Data Science,AI Video Editor,Giant Leap,Work from home,"₹ 2,000 - 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-video-editor-internship-at-giant-leap1777004022
Data Science,Pay-Per-Click (PPC),Watch Suggestions,Work from home,"₹ 3,000 /month",,,,https://internshala.com/internship/detail/work-from-home-pay-per-click-ppc-internship-at-watch-suggestions1776943202
Data Science,AI Video Editing (YouTube + Reels),Grivaa Consultancy Services,Work from home,"₹ 6,000 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-video-editing-youtube-reels-internship-at-grivaa-consultancy-services1776942283
Data Science,AI Content Assistant,Grivaa Consultancy Services,Work from home,"₹ 6,000 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-ai-content-assistant-internship-at-grivaa-consultancy-services1776942298
Data Science,Business Development (Sales),Bedi And Associates,Delhi,"₹ 5,500 - 18,000 /month",,,,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-bedi-and-associates1776937628
Data Science,AI Growth Operations,GrowthMak Solutions LLP,Bangalore                                        (Hybrid),"₹ 2,000 - 5,000 /month",,,,https://internshala.com/internship/detail/ai-growth-operations-internship-in-bangalore-at-growthmak-solutions-llp1776934800
Data Science,Junior Sales Representative,SkillOrbit,Bangalore,"₹ 18,000 - 20,000 /month",,,,https://internshala.com/internship/detail/junior-sales-representative-internship-in-bangalore-at-skillorbit1776926153
Data Science,Lead Management & Pre-Sales Analyst,BNM Business Solutions LLP,"Navi Mumbai, Mumbai","₹ 9,000 /month",,,,https://internshala.com/internship/detail/lead-management-pre-sales-analyst-internship-in-multiple-locations-at-bnm-business-solutions-llp1776922720
Data Science,Data Analytics,Qubixo,Work from home,"₹ 10,000 - 20,000 /month",,,,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-qubixo1776920419
Data Science,Marketing & Growth – Experiential Digital Media (Pune/Remote),TellMe Digiinfotech Private Limited,Pune,"₹ 5,000 - 10,000 /month",,,,https://internshala.com/internship/detail/marketing-growth--experiential-digital-media-pune-remote-internship-in-pune-at-tellme-digiinfotech-private-limited1776919589
Data Science,AI Video Gen Artist,SAS Group,Work from home,"₹ 12,000 - 15,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-video-gen-artist-internship-at-sas-group1776865565
Data Science,Digital Marketing - Content Creator,Appfoster Innovations Private Limited,Noida                                        (Hybrid),"₹ 5,000 - 10,000 /month",,,,https://internshala.com/internship/detail/digital-marketing-content-creator-internship-in-noida-at-appfoster-innovations-private-limited1776862505
Data Science,Content Creator,Sreenandanam,Palakkad,"₹ 5,000 /month",,,,https://internshala.com/internship/detail/content-creator-internship-in-palakkad-at-sreenandanam1776862011
Data Science,Student Counselor (AI Education),TalentRubric Advisory Services,Work from home,"₹ 10,000 - 12,000 /month",,,,https://internshala.com/internship/detail/work-from-home-student-counselor-ai-education-internship-at-talentrubric-advisory-services1776860679
Data Science,Performance Business,IndiaDotcom Digital Private Limited (IDPL),Noida,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/performance-business-internship-in-noida-at-indiadotcom-digital-private-limited-idpl1776853104
Data Science,Entrepreneur In Residence (Growth Associate),PatilKaki,"Taloja, Dist Raigad","₹ 10,000 - 10,001 /month",,,,https://internshala.com/internship/detail/entrepreneur-in-residence-growth-associate-internship-in-taloja-dist-raigad-at-patilkaki1776849980
Data Science,Financial Business Analytics,MHLondon,Noida,"₹ 15,000 - 18,000 /month",,,,https://internshala.com/internship/detail/financial-business-analytics-internship-in-noida-at-mhlondon1776848530
Data Science,Video Editor,CogniAI Private Limited,"Delhi, Gurgaon, Noida                                        (Hybrid)","₹ 13,000 - 15,000 /month",,,,https://internshala.com/internship/detail/video-editor-internship-in-multiple-locations-at-cogniai-private-limited1776848297
Data Science,Operations,Next Labs,Mumbai,"₹ 10,000 - 12,000 /month",,,,https://internshala.com/internship/detail/operations-internship-in-mumbai-at-next-labs1776844044
Data Science,Lead Management,BNM Business Solutions LLP,"Navi Mumbai, Mumbai","₹ 9,000 /month",,,,https://internshala.com/internship/detail/lead-management-internship-in-multiple-locations-at-bnm-business-solutions-llp1776836195
Data Science,Data Analytics,MyCloud Technology,Work from home,"₹ 8,500 - 16,000 /month",,,,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-mycloud-technology1776835091
Data Science,Performance Marketing,BEOM,"Faridabad, Delhi, Ghaziabad, Gurgaon","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/performance-marketing-internship-in-multiple-locations-at-beom1776785085
Data Science,Data Analytics,Medius Technologies Private Limited,"Thane, Navi Mumbai, Mumbai","₹ 9,500 - 10,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-multiple-locations-at-medius-technologies-private-limited1776776163
Data Science,Marketing Automation,Giant Leap,Work from home,"₹ 3,000 - 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-marketing-automation-internship-at-giant-leap1776764874
Data Science,Creative Voiceover And Editing,Giant Leap,Work from home,"₹ 2,000 - 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-creative-voiceover-and-editing-internship-at-giant-leap1776764528
Data Science,ERP Implementation Consultant (Business Analyst),Micronxt Solutions Private Limited,Bangalore,"₹ 5,000 - 15,000 /month",,,,https://internshala.com/internship/detail/erp-implementation-consultant-business-analyst-internship-in-bangalore-at-micronxt-solutions-private-limited1776762682
Data Science,Founders Office,Grroom,Work from home,"₹ 9,000 - 15,000 /month",,,,https://internshala.com/internship/detail/work-from-home-founders-office-internship-at-grroom1776755057
Data Science,Lead Generation & Partnerships (Marketing),Bal Raksha Bharat NGO,Delhi,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/lead-generation-partnerships-marketing-internship-in-delhi-at-bal-raksha-bharat-ngo1776754408
Data Science,Digital Marketing Associate,Deepdive Media Private Limited,"Chandigarh, Mohali","₹ 8,000 - 8,500 /month",,,,https://internshala.com/internship/detail/digital-marketing-associate-internship-in-multiple-locations-at-deepdive-media-private-limited1776748093
Data Science,Digital Marketing,Grow My Biz,Work from home,"₹ 5,000 - 6,000 /month",,,,https://internshala.com/internship/detail/work-from-home-digital-marketing-internship-at-grow-my-biz1776746797
Data Science,Digital Marketing (Website Optimisation),DataVinci Private Limited,Work from home,"₹ 4,000 - 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-digital-marketing-website-optimisation-internship-at-datavinci-private-limited1776745168
Data Science,Data Analytics,Calipers Consulting Private Limited,"Secunderabad, Hyderabad                                        (Hybrid)","₹ 40,000 - 50,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-multiple-locations-at-calipers-consulting-private-limited1776689624
Data Science,Brand Influencer & Content,ODS Network Private Limited,Work from home,"₹ 3,500 - 5,500 /month",,,,https://internshala.com/internship/detail/work-from-home-brand-influencer-content-internship-at-ods-network-private-limited1776678449
Data Science,Business Analytics,Career-Domain,Mumbai                                        (Hybrid),"₹ 2,000 - 5,000 /month",,,,https://internshala.com/internship/detail/business-analytics-internship-in-mumbai-at-career-domain1776670707
Data Science,Data Analytics,Avadeti Media (Part Of Ojas Group),"Gurgaon, Delhi","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-multiple-locations-at-avadeti-media-part-of-ojas-group1776666550
Data Science,Sales Associate (BSc Agriculture),Satyukt Analytics Private Limited,Work from home,"₹ 12,000 - 15,000 /month",,,,https://internshala.com/internship/detail/work-from-home-sales-associate-bsc-agriculture-internship-at-satyukt-analytics-private-limited1776665964
Data Science,Automation Engineer (Backend and AI Integrations),"Refresh Kid LLC (Milwaukee, United States)",Work from home,"₹ 5,000 - 15,000 /month",,,,https://internshala.com/internship/detail/work-from-home-automation-engineer-backend-and-ai-integrations-internship-at-refresh-kid-llc1776660025
Data Science,Business Analyst - ERP,UnifyXperts,Mumbai,"₹ 15,000 /month",,,,https://internshala.com/internship/detail/business-analyst-erp-internship-in-mumbai-at-unifyxperts1776658823
Data Science,AI Research,"The Caliper Lab (Toronto, Canada)",Work from home,"₹ 10,000 - 20,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-research-internship-at-the-caliper-lab1776658323
Data Science,Data Analyst Tableau,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 12,000 /month",,,,https://internshala.com/internship/detail/part-time-data-analyst-tableau-internship-in-pune-at-maxgen-technologies-private-limited1776657499
Data Science,Sales Development Representative,SkillOrbit,Bangalore,"₹ 18,000 - 20,000 /month",,,,https://internshala.com/internship/detail/sales-development-representative-internship-in-bangalore-at-skillorbit1776605978
Data Science,Business Analytics,DeepThought CultureTech Ventures Private Limited,Work from home,"₹ 2,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-deepthought-culturetech-ventures-private-limited1776521297
Data Science,Product Marketing,Gurucool,Jaipur,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/product-marketing-internship-in-jaipur-at-gurucool1776503865
Data Science,Data Analyst And Lead Management,BNM Business Solutions LLP,"Navi Mumbai, Mumbai","₹ 9,000 /month",,,,https://internshala.com/internship/detail/data-analyst-and-lead-management-internship-in-multiple-locations-at-bnm-business-solutions-llp1776490669
Data Science,Business Analytics,Libingo,Work from home,"₹ 3,000 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-libingo1776435758
Data Science,Data Analytics,Superwork,Work from home,"₹ 26,000 - 27,500 /month",,,,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-superwork1776434575
Data Science,Marketing,The Cheesy Story X Mr. Boba Bubbles,Delhi,"₹ 5,000 - 6,000 /month",,,,https://internshala.com/internship/detail/marketing-internship-in-delhi-at-the-cheesy-story-x-mr-boba-bubbles1776433135
Data Science,Research - Outreach & Market Intelligence,Zista Education Private Limited,Mumbai,"₹ 6,000 /month",,,,https://internshala.com/internship/detail/research-outreach-market-intelligence-internship-in-mumbai-at-zista-education-private-limited1776428874
Data Science,Data Analytics,Growify Digital,Delhi,"₹ 15,000 - 20,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-delhi-at-growify-digital1776428813
Data Science,Data Analyst,VPLytics Solutions Private Limited,Work from home,"₹ 6,000 /month",,,,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-vplytics-solutions-private-limited1776427177
Data Science,Business Development (Sales),Qualhon Informatics Pvt. Ltd.,Mohali,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/business-development-sales-internship-in-mohali-at-qualhon-informatics-pvt-ltd1776425817
Data Science,Search Engine Optimization (SEO),FineSoft Technologies,Noida,"₹ 5,000 - 6,000 /month",,,,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-noida-at-finesoft-technologies1776419677
Data Science,Associate Product Manager,Pehchaan AI Technologies,Work from home,"₹ 35,000 /month",,,,https://internshala.com/internship/detail/work-from-home-associate-product-manager-internship-at-pehchaan-ai-technologies1776416877
Data Science,Marketing,Propack Technologies Private Limited,Mumbai,"₹ 10,000 - 12,000 /month",,,,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-propack-technologies-private-limited1776416832
Data Science,Data Analyst,BNM Business Solutions LLP,"Navi Mumbai, Mumbai","₹ 9,000 /month",,,,https://internshala.com/internship/detail/data-analyst-internship-in-multiple-locations-at-bnm-business-solutions-llp1776415682
Data Science,Lead Management,BNM Business Solutions LLP,"Navi Mumbai, Mumbai","₹ 9,000 /month",,,,https://internshala.com/internship/detail/lead-management-internship-in-multiple-locations-at-bnm-business-solutions-llp1776415138
Data Science,Video Editing/Making,Bryckel AI,Work from home,"₹ 30,000 /month",,,,https://internshala.com/internship/detail/work-from-home-video-editing-making-internship-at-bryckel-ai1776409987
Data Science,Digital Marketing,ASWEBWORKS LLP,Ludhiana,"₹ 2,000 - 5,000 /month",,,,https://internshala.com/internship/detail/digital-marketing-internship-in-ludhiana-at-aswebworks-llp1776409718
Data Science,Social Media Marketing,AVCO Energy Private Limited,Kolkata,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/social-media-marketing-internship-in-kolkata-at-avco-energy-private-limited1776409099
Data Science,Business Analyst – Sales Excellence,Apport Software Solutions Private Limited,Mumbai,"₹ 8,000 - 10,000 /month",,,,https://internshala.com/internship/detail/business-analyst--sales-excellence-internship-in-mumbai-at-apport-software-solutions-private-limited1776406986
Data Science,Data Anlalytics,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 12,000 /month",,,,https://internshala.com/internship/detail/part-time-data-anlalytics-internship-in-pune-at-maxgen-technologies-private-limited1776403911
Data Science,AI Video Creator,PetSapiens Private Limited,Work from home,"₹ 5,000 - 8,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-video-creator-internship-at-petsapiens-private-limited1776399546
Data Science,"Social Media, Growth & Lead Analytics",Aira Wedding Planners,"Bangalore, Kannur                                        (Hybrid)","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/social-media-growth-lead-analytics-internship-in-multiple-locations-at-aira-wedding-planners1776398593
Data Science,Operations & CRM Monitoring,Sankar Group,Hyderabad,"₹ 8,000 - 10,000 /month",,,,https://internshala.com/internship/detail/operations-crm-monitoring-internship-in-hyderabad-at-sankar-group1776360664
Data Science,AI & Drone Instructor | Teaching + AI Projects,PracVerse Private Limited,"Ahmedabad, Chennai, Delhi, Gurgaon, Hyderabad, Mumbai, Noida, Bangalore                                        (Hybrid)","₹ 5,500 - 11,000 /month",,,,https://internshala.com/internship/detail/part-time-ai-drone-instructor--teaching-ai-projects-internship-in-multiple-locations-at-pracverse-private-limited1776340669
Data Science,Marketing Coordiantor,AGRAWAL GROUP OF PUBLICATIONS,"Agra, Delhi","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/marketing-coordiantor-internship-in-multiple-locations-at-agrawal-group-of-publications1776336375
Data Science,Social Media Marketing,Dev Story,Chandigarh,"₹ 4,000 - 5,000 /month",,,,https://internshala.com/internship/detail/social-media-marketing-internship-in-chandigarh-at-dev-story1776336255
Data Science,Founders Office,ManMa Digital,Work from home,"₹ 5,000 - 6,000 /month",,,,https://internshala.com/internship/detail/work-from-home-founders-office-internship-at-manma-digital1776335148
Data Science,Interior Design,Sugandha Mandhyan,Bhubaneswar,"₹ 8,000 - 12,000 /month",,,,https://internshala.com/internship/detail/interior-design-internship-in-bhubaneswar-at-sugandha-mandhyan1776334490
Data Science,Marketing,Namma Ooru Chettinadu,Chennai,"₹ 10,000 - 20,000 /month",,,,https://internshala.com/internship/detail/marketing-internship-in-chennai-at-namma-ooru-chettinadu1776328683
Data Science,AI Konkani Trainer,ConsultBae,Work from home,"₹ 5,000 - 8,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-konkani-trainer-internship-at-consultbae1776312387
Data Science,Growth Engineer,Surdeep Singh,Gurgaon                                        (Hybrid),"₹ 20,000 /month",,,,https://internshala.com/internship/detail/growth-engineer-internship-in-gurgaon-at-surdeep-singh1776312345
Data Science,AI Agent Development,Amber Flux Private Limited,Work from home,"₹ 9,999 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-agent-development-internship-at-amber-flux-private-limited1776252262
Data Science,Social Media,Share A Book India Association,"Mumbai, Jaipur                                        (Hybrid)",Unpaid,,,,https://internshala.com/internship/detail/part-time-social-media-internship-in-multiple-locations-at-share-a-book-india-association1776249951
Data Science,Business Analytics,SkillLevel,Work from home,"₹ 12,000 - 15,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-skilllevel1776242712
Data Science,Data Analytics,Unnati Enterprises,"Secunderabad, Hyderabad                                        (Hybrid)","₹ 40,000 /month",,,,https://internshala.com/internship/detail/data-entry-internship-in-multiple-locations-at-unnati-enterprises1776240879
Data Science,Data Analytics,RSHCE Renu Sharma Health Care And Education Foundation,Work from home,Unpaid,,,,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-rshce-renu-sharma-health-care-and-education-foundation1776240160
Data Science,Business Analyst,STRIDE School Of Business,Work from home,"₹ 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-analyst-internship-at-stride-school-of-business1776237092
Data Science,Web Automation & Data Engineering Intern,Taza Tweet,Work from home,"₹ 4,500 - 6,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-web-automation-data-engineering-intern-internship-at-taza-tweet1776236807
Data Science,Marketing,D'Moksha Homes,Mumbai,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-dmoksha-homes1776235292
Data Science,AI Visual Designer (AI Image + Video Generation),Nyoutaa,Work from home,"₹ 6,000 - 8,000 /month",,,,https://internshala.com/internship/detail/work-from-home-ai-visual-designer-ai-image-video-generation-internship-at-nyoutaa1776168662
Data Science,Video Editor & AI Video Creator,Www.startupcoaching.in,Delhi,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/video-editor-ai-video-creator-internship-in-delhi-at-wwwstartupcoachingin1776165447
Data Science,Performance Marketing,Argmac,"Delhi, Gurgaon","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/performance-marketing-internship-in-multiple-locations-at-argmac1776163323
Data Science,Data Analytics,Harshad Enterprises,Bangalore,"₹ 20,000 - 25,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-harshad-enterprises1776147405
Data Science,Data Analytics,BITWAVE TECHNOLOGIES,Bangalore,"₹ 20,000 - 25,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-bitwave-technologies1776146905
Data Science,AI Video Generation,FINAURA INFONETIX LLP,Work from home,"₹ 6,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-ai-video-generation-internship-at-finaura-infonetix-llp1776145355
Data Science,Product Documentation & Analyst,Sankar Group,Work from home,"₹ 3,000 - 3,001 /month",,,,https://internshala.com/internship/detail/work-from-home-product-documentation-analyst-internship-at-sankar-group1776140651
Data Science,MIS,Sankar Group,Work from home,"₹ 3,000 - 3,001 /month",,,,https://internshala.com/internship/detail/work-from-home-mis-internship-at-sankar-group1776140121
Data Science,Marketing,Indian Cat Litter Company,Mumbai,"₹ 7,500 - 10,000 /month",,,,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-indian-cat-litter-company1776082726
Data Science,YouTube Growth & SEO,DigiHari Seva Solutions (Dhurva Tech Pvt Ltd),Work from home,"₹ 1,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-youtube-growth-seo-internship-at-digihari-seva-solutions-dhurva-tech-pvt-ltd1776081860
Data Science,AI And Robotics Trainer,STEMpedia,"Ambala, Faridabad, Gurgaon, Jind, Kurukshetra, Sonipat, Sirsa, Fatehabad, Charkhi Dadri, Hisar, Bhiwani, Palwal, Nuh, Haryana, Jhajjar","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/ai-and-robotics-trainer-internship-in-multiple-locations-at-stempedia1776071317
Data Science,Operations & CRM Monitoring,Sankar Group,Work from home,"₹ 3,000 - 3,001 /month",,,,https://internshala.com/internship/detail/work-from-home-operations-crm-monitoring-internship-at-sankar-group1776067455
Data Science,Digital Marketing Exceutive,Vivek ChhimPa,Work from home,"₹ 2,000 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-digital-marketing-exceutive-internship-at-vivek-chhimpa1776064692
Data Science,Business Insight Associate,Ufeus,Pune,"₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/business-insight-associate-internship-in-pune-at-ufeus1776003163
Data Science,Data Entry,Unnati Enterprises,"Secunderabad, Hyderabad                                        (Hybrid)","₹ 40,000 /month",,,,https://internshala.com/internship/detail/part-time-data-analytics-internship-in-multiple-locations-at-unnati-enterprises1775905240
Data Science,Business Data Analyst,Peeko,Bangalore,"₹ 30,000 - 35,000 /month",,,,https://internshala.com/internship/detail/business-data-analyst-internship-in-bangalore-at-peeko1775893175
Data Science,Fresher Marketing Analyst,ABUEM WORKIFYING LLP,Work from home,"₹ 25,000 - 27,000 /month",,,,https://internshala.com/internship/detail/work-from-home-fresher-marketing-analyst-internship-at-abuem-workifying-llp1775885276
Data Science,Admin/Ops,"Lobo Worldwide (Toronto, Canada)",Work from home,"₹ 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-admin-ops-internship-at-lobo-worldwide1775884920
Data Science,Growth & Research,ZRPL,Bangalore,"₹ 15,000 - 20,000 /month",,,,https://internshala.com/internship/detail/growth-research-internship-in-bangalore-at-zrpl1775822858
Data Science,Junior Architect,The Agency Source,Delhi,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/junior-architect-internship-in-delhi-at-the-agency-source1775821275
Data Science,Full Stack Developer (AI- Product & Automation),Dobby Ads,Work from home,"₹ 15,000 - 18,000 /month",,,,https://internshala.com/internship/detail/work-from-home-full-stack-developer-ai-product-automation-internship-at-dobby-ads1775819244
Data Science,FB Meta Ads Media Buyer,Orange Technologies,Work from home,"₹ 45,000 - 1,80,000 /month",,,,https://internshala.com/internship/detail/work-from-home-fb-meta-ads-media-buyer-internship-at-orange-technologies1775800510
Data Science,AI Video Data Collection (Household Activity Recording),Samaadhaan,Work from home,"₹ 15,000 - 25,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-ai-video-data-collection-household-activity-recording-internship-at-samaadhaan1775798507
Data Science,Graphic Designer (Static + Motion + AI),Marketing Espy,Work from home,"₹ 9,000 - 10,000 /month",,,,https://internshala.com/internship/detail/work-from-home-graphic-designer-static-motion-ai-internship-at-marketing-espy1775789567
Data Science,Social Media & Digital Growth,Masoi Foods,Work from home,"₹ 3,500 - 4,000 /month",,,,https://internshala.com/internship/detail/work-from-home-social-media-digital-growth-internship-at-masoi-foods1775752207
Data Science,Marketplace Research (Amazon),Certiwisehub,Work from home,"₹ 1,000 - 1,500 /month",,,,https://internshala.com/internship/detail/work-from-home-marketplace-research-amazon-internship-at-certiwisehub1775707806
Data Science,Direct Response Ad Copywriter,Zeroharm Sciences Private Limited,Hyderabad,"₹ 8,000 - 10,000 /month",,,,https://internshala.com/internship/detail/direct-response-ad-copywriter-internship-in-hyderabad-at-zeroharm-sciences-private-limited1775678737
Data Science,Digital Marketing - Search Engine Optimization,Trading Smart Edge,"Delhi, Pitampura","₹ 8,000 - 13,000 /month",,,,https://internshala.com/internship/detail/digital-marketing-search-engine-optimization-internship-in-multiple-locations-at-trading-smart-edge1775678176
Data Science,Business Analytics,SKIDEV EDUTECH PRIVATE LIMITED,Work from home,"₹ 13,000 - 20,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-skidev-edutech-private-limited1775631602
Data Science,Data Analytics,SKIDEV EDUTECH PRIVATE LIMITED,Work from home,"₹ 13,000 - 20,000 /month",,,,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-skidev-edutech-private-limited1775631499
Data Science,Business Development (Sales),Whitefield Network,Work from home,"₹ 7,000 - 11,000 /month",,,,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-whitefield-network1775628818
Data Science,Google Ads,TSTEPS PRIVATE LIMITED,"Chennai, Hyderabad                                        (Hybrid)","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/google-ads-internship-in-multiple-locations-at-tsteps-private-limited1775625822
Data Science,SQL Developer,TSTEPS PRIVATE LIMITED,"Chennai, Mumbai                                        (Hybrid)","₹ 10,000 - 15,000 /month",,,,https://internshala.com/internship/detail/sql-developer-internship-in-multiple-locations-at-tsteps-private-limited1775624674
Data Science,Data Analytics,Plus Barrels,Mumbai,"₹ 12,000 - 15,000 /month",,,,https://internshala.com/internship/detail/data-analytics-internship-in-mumbai-at-plus-barrels1775557490
Data Science,Content & E-Commerce Management,DIGI VIPANAN,Indore                                        (Hybrid),"₹ 3,000 - 5,000 /month",,,,https://internshala.com/internship/detail/content-e-commerce-management-internship-in-indore-at-raj-vyas1775555338
Data Science,Data Analytics,Unessa Foundation,Work from home,Unpaid,,,,https://internshala.com/internship/detail/work-from-home-part-time-data-analytics-internship-at-unessa-foundation1775549236
Data Science,BI (Business Intelligence) & Analytics,Ophtechnics Eyeline Systems Private Limited,Gurgaon,"₹ 15,000 /month",,,,https://internshala.com/internship/detail/sap-bi-business-intelligence-analytics-internship-in-gurgaon-at-ophtechnics-eyeline-systems-private-limited1775541281
Data Science,Data Science,Unessa Foundation,Work from home,Unpaid,,,,https://internshala.com/internship/detail/work-from-home-data-science-internship-at-unessa-foundation1775547006
Data Science,AI Content Creation,Be Rolling Media,Delhi                                        (Hybrid),"₹ 7,000 - 8,000 /month",,,,https://internshala.com/internship/detail/ai-content-creation-internship-in-delhi-at-be-rolling-media1775546188
Data Science,Journalism,First Principles Today,Work from home,"₹ 5,000 /month",,,,https://internshala.com/internship/detail/work-from-home-part-time-journalism-internship-at-first-principles-today1775543709
Data Science,AI Stylist,Everstylish Lifestyle Private Limited,Gurgaon,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/ai-stylist-internship-in-gurgaon-at-everstylish-lifestyle-private-limited1775539782
Data Science,Artificial Intelligence Enabled Human Resources Management,SHB Social Foundation,Work from home,Unpaid,,,,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-enabled-human-resources-management-internship-at-shb-social-foundation1775538654
Data Science,Social Media Marketing,Nains Herbals And Organics,Ahmedabad,"₹ 10,000 /month",,,,https://internshala.com/internship/detail/social-media-marketing-internship-in-ahmedabad-at-nains-herbals-and-organics1775502485
Data Science,AI Photoshoot,Very Much Indian,Pune,"₹ 5,000 /month",,,,https://internshala.com/internship/detail/ai-photoshoot-internship-in-pune-at-very-much-indian1775472169
Data Science,STEM/Robotics and AI Facilitator/Trainer,LI Blocks Private Limited,Hyderabad,"₹ 5,000 - 12,000 /month",,,,https://internshala.com/internship/detail/stem-robotics-and-ai-facilitator-trainer-internship-in-hyderabad-at-li-blocks-private-limited1775451482
